Event Type,Organization Name,Facility Name,Direction,City,County,State,Create Time,Close Time,Event Description,Responding Organization Id,Latitude,Longitude
accident,New York State Department of Transportation Region 3,I-481,Southbound,Syracuse,Onondaga,NY,2018-06-24 00:07:30,06/24/2018 01:30:28 AM,Accident on I-481 southbound East Brighton Avenue; On Ramp (Syracuse) Ramp closed.,New York State Department of Transportation Region 3,43.006698,-76.131698
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2018-06-23 04:39:28,06/23/2018 06:53:28 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 5:34 AM, 06/23/2018 until further notice. [CARS CAD-181740063]",New York State Thruway-State Wide Operations Center - Albany,43.094162,-75.815356
incident,New York State Department of Transportation Region 3,I-481,Southbound,from De Witt,Onondaga,NY,2018-06-21 22:40:33,06/22/2018 01:03:30 AM,Vehicle fire on I-481 southbound from Jamesville Road; CR 7; On Ramp (De Witt) entrance ramp closed,New York State Department of Transportation Region 3,43.0115,-76.0748
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2018-06-21 21:39:30,06/21/2018 10:51:31 PM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 10:33 PM, 06/21/2018 until further notice. [CARS CAD-181720562]",New York State Thruway-State Wide Operations Center - Albany,43.032308,-76.649422
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2018-06-20 08:20:29,06/20/2018 09:41:29 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 9:16 AM, 06/20/2018 until further notice. [CARS CAD-181710126]",New York State Thruway-State Wide Operations Center - Albany,43.094253,-75.990448
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2018-06-19 17:07:23,06/19/2018 06:30:23 PM,Accident on I-690 eastbound before Exit 14 - Teall Avenue (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.052101,-76.125801
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2018-06-19 16:38:23,06/19/2018 06:41:23 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 5:35 PM, 06/19/2018 until further notice. [CARS CAD-181700464]",New York State Thruway-State Wide Operations Center - Albany,43.117223,-76.218379
accident,New York State Department of Transportation Region 3,NY 370,Eastbound,just past Salina,Onondaga,NY,2018-06-19 14:27:24,06/19/2018 03:48:23 PM,Accident on NY 370 eastbound just past Oswego Street (Salina) left lane closed at the Onondaga Lake Park entrance.,New York State Department of Transportation Region 3,43.101501,-76.203002
accident,New York State Department of Transportation Region 3,I-81,Northbound,before Syracuse,Onondaga,NY,2018-06-18 16:10:21,06/18/2018 05:21:22 PM,Accident on I-81 northbound before I-690 East (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.049198,-76.142601
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Van Buren,Onondaga,NY,2018-06-18 11:59:23,06/18/2018 01:29:23 PM,"Debris on roadway on I-90 - NYS Thruway eastbound between Exit 39 (I-90) - State Fair (I-690) and Exit 38 (I-90) - Liverpool (Rte 57) starting 12:57 PM, 06/18/2018 until further notice. [CARS CAD-181690281]",New York State Thruway-State Wide Operations Center - Albany,43.118198,-76.231054
accident,New York State Department of Transportation Region 3,I-81,Southbound,before Syracuse,Onondaga,NY,2018-06-18 11:08:27,06/18/2018 12:35:24 PM,Accident on I-81 southbound before Exit 18 - Adams Street; Harrison Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.039398,-76.142097
accident,New York State Department of Transportation Region 3,I-81,Southbound,at Syracuse,Onondaga,NY,2018-06-18 06:44:20,06/18/2018 08:21:21 AM,Accident on I-81 southbound at I-690 East (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.049198,-76.142601
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2018-06-17 12:28:17,06/17/2018 01:54:19 PM,"Accident on I-690 westbound at Exit 11 - West Street (Syracuse) ramp, right lane closed",New York State Department of Transportation Region 3,43.054125,-76.153247
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2018-06-17 03:44:17,06/17/2018 05:41:19 AM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 4:41 AM, 06/17/2018 until further notice. [CARS CAD-181680055]",New York State Thruway-State Wide Operations Center - Albany,42.997124,-76.734262
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between De Witt,Onondaga,NY,2018-06-17 02:14:17,06/17/2018 03:59:17 AM,"Accident on I-90 - NYS Thruway westbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 35 (I-90) - Syracuse (Rte 298) starting 3:12 AM, 06/17/2018 until further notice. [CARS CAD-181680042]",New York State Thruway-State Wide Operations Center - Albany,43.094622,-76.057754
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Salina,Onondaga,NY,2018-06-16 01:08:31,06/16/2018 04:08:29 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 36 (I-90) - Syracuse (I-81) and Exit 35 (I-90) - Syracuse (Rte 298) starting 2:06 AM, 06/16/2018 until further notice. [CARS CAD-181670027]",New York State Thruway-State Wide Operations Center - Albany,43.092676,-76.140322
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2018-06-16 00:20:48,06/16/2018 03:08:30 AM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 1:18 AM, 06/16/2018 until further notice. [CARS CAD-181670023]",New York State Thruway-State Wide Operations Center - Albany,42.968,-76.84233
incident,New York State Department of Transportation Region 3,I-81,Northbound,at Syracuse,Onondaga,NY,2018-06-15 14:56:31,06/15/2018 04:55:32 PM,Accident on I-81 northbound at I-690 West (Syracuse) exit ramp closed,New York State Department of Transportation Region 3,43.051399,-76.145797
accident,New York State Department of Transportation Region 3,I-81,Northbound,before Syracuse,Onondaga,NY,2018-06-15 13:13:35,06/15/2018 02:22:36 PM,Accident on I-81 northbound before Exit 22 - NY 298; Court Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.062301,-76.157798
disabled tractor trailer,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2018-06-14 14:08:31,06/14/2018 03:28:40 PM,Disabled tractor trailer on I-690 westbound at Exit 10 - Geddes Street (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.0559,-76.170402
incident,New York State Department of Transportation Region 3,I-81,Southbound,just past Salina,Onondaga,NY,2018-06-14 13:39:39,06/14/2018 02:44:32 PM,Disabled tractor trailer on I-81 southbound just past Exit 25 - 7th North Street; Liverpool (Salina) right lane and entrance ramp closed,New York State Department of Transportation Region 3,43.088901,-76.167396
tractor trailer fire,New York State Department of Transportation Region 3,I-81,Northbound,at Onondaga,Onondaga,NY,2018-06-14 06:15:28,06/14/2018 11:39:42 AM,Tractor trailer fire on I-81 northbound at Exit 16 - US 11; Nedrow; Onondaga Nation (Onondaga) right lane closed,New York State Department of Transportation Region 3,42.952499,-76.138298
disabled vehicle,New York State Department of Transportation Region 3,I-81,Southbound,at Syracuse,Onondaga,NY,2018-06-14 05:53:26,06/14/2018 07:07:27 AM,Disabled vehicle on I-81 southbound at Exit 18 - Adams Street; Harrison Street (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.039398,-76.142097
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between De Witt,Onondaga,NY,2018-06-14 04:35:24,06/14/2018 05:38:25 AM,"Accident on I-90 - NYS Thruway eastbound between Exit 34A (I-90) - East Syracuse (I-481) and Exit 34 (I-90) - Canastota (Rte 13) starting 5:33 AM, 06/14/2018 until further notice. [CARS CAD-181650023]",New York State Thruway-State Wide Operations Center - Albany,43.094352,-75.99634
incident,New York State Department of Transportation Region 3,NY 31,Both directions,at Lysander,Onondaga,NY,2018-06-13 22:37:29,06/14/2018 02:33:27 AM,Accident on NY 31 both directions at Willett Parkway; NY 631 (Lysander) all lanes closed,New York State Department of Transportation Region 3,43.167999,-76.300399
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2018-06-13 09:08:26,06/13/2018 10:23:28 AM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 10:05 AM, 06/13/2018 until 10:35 AM, 06/13/2018. [CARS CAD-181640144]",New York State Thruway-State Wide Operations Center - Albany,43.047918,-76.616404
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between De Witt,Onondaga,NY,2018-06-12 17:17:24,06/12/2018 07:29:23 PM,"Accident on I-90 - NYS Thruway westbound between Exit 35 (I-90) - Syracuse (Rte 298) and Exit 36 (I-90) - Syracuse (I-81) starting 6:53 PM, 06/12/2018 until further notice. [CARS CAD-181630561]",New York State Thruway-State Wide Operations Center - Albany,43.092041,-76.158203
accident,New York State Department of Transportation Region 3,I-690,Westbound,before Geddes,Onondaga,NY,2018-06-12 14:43:26,06/12/2018 04:10:23 PM,Accident on I-690 westbound before Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) right shoulder closed,New York State Department of Transportation Region 3,43.0764,-76.214302
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Salina,Onondaga,NY,2018-06-12 11:20:26,06/12/2018 12:32:30 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 36 (I-90) - Syracuse (I-81) and Exit 35 (I-90) - Syracuse (Rte 298) starting 12:18 PM, 06/12/2018 until further notice. [CARS CAD-181630293]",New York State Thruway-State Wide Operations Center - Albany,43.092828,-76.138345
disabled vehicle,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2018-06-12 08:10:40,06/12/2018 09:33:28 AM,Disabled vehicle on I-690 eastbound at Exit 14 - Teall Avenue (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.052101,-76.125801
incident,New York State Department of Transportation Region 3,I-690,Westbound,ramp to Van Buren,Onondaga,NY,2018-06-12 07:07:31,06/12/2018 08:59:25 AM,Overturned Truck on I-690 westbound ramp to Exit 3 - Farrell Road (Van Buren) exit ramp closed,New York State Department of Transportation Region 3,43.112701,-76.272003
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Geddes,Onondaga,NY,2018-06-11 23:00:25,06/12/2018 12:24:20 AM,Accident on I-690 eastbound before Exit 6 - NY 695 (Geddes) right lane closed,New York State Department of Transportation Region 3,43.084999,-76.228996
disabled vehicle,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2018-06-11 16:36:22,06/11/2018 06:22:20 PM,Disabled vehicle on I-690 westbound at Exit 15 - Midler Avenue (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.0568,-76.108596
disabled truck,New York State Department of Transportation Region 3,I-81,Southbound,at Syracuse,Onondaga,NY,2018-06-11 07:50:23,06/11/2018 09:08:24 AM,Disabled truck on I-81 southbound at Exit 21 - Spencer Street; Catawba Street (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.0601,-76.155296
incident,New York State Department of Transportation Region 3,NY 298,Both directions,,Onondaga,NY,2018-06-11 07:09:22,06/11/2018 03:54:23 PM,Downed pole on NY 298 both directions between East Taft Road (Onondaga) and NY 31 (Cicero) closed,New York State Department of Transportation Region 3,43.1291,-75.992
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2018-06-10 04:09:29,06/10/2018 05:44:28 AM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 5:05 AM, 06/10/2018 until further notice. [CARS CAD-181610059]",New York State Thruway-State Wide Operations Center - Albany,43.026457,-76.667427
fire department activity,New York State Department of Transportation Region 3,NY 298,Both directions,between Salina,Onondaga,NY,2018-06-09 11:09:27,06/09/2018 12:32:28 PM,Fire department activity on NY 298 both directions between East Taft Road (Salina) and NY 31 (Cicero) Alternating single lane closure.,New York State Department of Transportation Region 3,43.1291,-75.992
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2018-06-09 10:56:28,06/09/2018 12:23:27 PM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 11:54 AM, 06/09/2018 until 12:54 PM, 06/09/2018. [CARS CAD-181600252]",New York State Thruway-State Wide Operations Center - Albany,43.061306,-76.564506
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2018-06-09 06:53:27,06/09/2018 08:14:28 AM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 7:51 AM, 06/09/2018 until 8:21 AM, 06/09/2018. [CARS CAD-181600094]",New York State Thruway-State Wide Operations Center - Albany,43.089604,-76.367544
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2018-06-08 22:41:27,06/09/2018 12:41:27 AM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 11:39 PM, 06/08/2018 until further notice. [CARS CAD-181590777]",New York State Thruway-State Wide Operations Center - Albany,42.980194,-76.798011
accident,New York State Department of Transportation Region 3,I-690,Eastbound,just past Syracuse,Onondaga,NY,2018-06-08 22:22:26,06/09/2018 12:09:27 AM,Accident on I-690 eastbound just past McBride Street On Ramp (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.0514,-76.1377
special event,New York State Department of Transportation Region 3,NY 173,Eastbound,between Onondaga,Onondaga,NY,2018-06-08 07:31:27,06/08/2018 11:31:30 AM,"Special event, special event on NY 173 eastbound between Howlett Hill Road; CR 110 (Onondaga) and Fayette Street; NY 92 (Manlius) sporadic lane closures until 11:30 A.M. -Run for the Fallen Event",New York State Department of Transportation Region 3,43.013099,-76.204902
